"","casekey","sctcite","year","justice","vote","house","business","person","car","search","warrant","lctpc","lctinc","lctaft","lctunl","except","segcov","ideology","mqscore","sctdec","other","notprop","us","arrest","unanmous","gates_justices"
"1050",110,720572,1982,"Blackmun",1,"no","no","no","yes","yes","no","yes",0,1,"no",0,-0.77,-2.42,-0.5721915,"CON","no","no",1,"yes",0,1
"1051",110,720572,1982,"Marshall",0,"no","no","no","yes","yes","no","yes",0,1,"no",0,1,4.18,-3.901803,"CON","no","no",1,"yes",0,1
"1052",110,720572,1982,"Burger",1,"no","no","no","yes","yes","no","yes",0,1,"no",0,-0.77,-2.42,1.357023,"CON","no","no",1,"yes",0,1
"1053",110,720572,1982,"OConnor",1,"no","no","no","yes","yes","no","yes",0,1,"no",0,-0.17,-1.67,1.648307,"CON","no","no",1,"yes",0,1
"1054",110,720572,1982,"OConnor",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,-0.17,-1.67,1.648307,"CON","no","no",1,"yes",0,1
"1055",110,720572,1982,"Powell",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,-0.67,-0.69,1.095101,"CON","no","no",1,"yes",0,1
"1056",110,720572,1982,"Stevens",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,-0.5,-0.69,-0.5731187,"CON","no","no",1,"yes",0,1
"1057",110,720572,1982,"Burger",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,-0.77,-2.42,1.357023,"CON","no","no",1,"yes",0,1
"1058",110,720572,1982,"Powell",1,"no","no","no","yes","yes","no","yes",0,1,"no",0,-0.67,-0.69,1.095101,"CON","no","no",1,"yes",0,1
"1059",110,720572,1982,"White",0,"no","no","no","yes","yes","no","yes",1,0,"no",0,0,1.54,0.4677994,"CON","no","no",1,"yes",0,1
"1060",110,720572,1982,"Stevens",1,"no","no","no","yes","yes","no","yes",0,1,"no",0,-0.5,-0.69,-0.5731187,"CON","no","no",1,"yes",0,1
"1061",110,720572,1982,"Brennan",0,"no","no","no","yes","yes","no","yes",1,0,"no",0,1,2.78,-2.631146,"CON","no","no",1,"yes",0,1
"1062",110,720572,1982,"Marshall",0,"no","no","no","yes","yes","no","yes",1,0,"no",0,1,4.18,-3.901803,"CON","no","no",1,"yes",0,1
"1063",110,720572,1982,"Rehnquist",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,-0.91,-2.6,3.92653,"CON","no","no",1,"yes",0,1
"1064",110,720572,1982,"Rehnquist",1,"no","no","no","yes","yes","no","yes",0,1,"no",0,-0.91,-2.6,3.92653,"CON","no","no",1,"yes",0,1
"1065",110,720572,1982,"Brennan",0,"no","no","no","yes","yes","no","yes",0,1,"no",0,1,2.78,-2.631146,"CON","no","no",1,"yes",0,1
"1066",110,720572,1982,"Blackmun",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,-0.77,-2.42,-0.5721915,"CON","no","no",1,"yes",0,1
"1067",110,720572,1982,"White",0,"no","no","no","yes","yes","no","yes",0,1,"no",0,0,1.54,0.4677994,"CON","no","no",1,"yes",0,1
"1068",111,730202,1982,"Rehnquist",1,"yes","no","no","no","yes","no","yes",0,0,"yes",0,-0.91,-2.6,3.92653,"LIB","no","no",1,"yes",0,1
"1069",111,730202,1982,"Stevens",0,"yes","no","no","no","yes","no","yes",0,0,"yes",0,-0.5,-0.69,-0.5731187,"LIB","no","no",1,"yes",0,1
"1070",111,730202,1982,"Blackmun",0,"yes","no","no","no","yes","no","yes",0,0,"yes",0,-0.77,-2.42,-0.5721915,"LIB","no","no",1,"yes",0,1
"1071",111,730202,1982,"OConnor",1,"yes","no","no","no","yes","no","yes",0,0,"yes",0,-0.17,-1.67,1.648307,"LIB","no","no",1,"yes",0,1
"1072",111,730202,1982,"Burger",1,"yes","no","no","no","yes","no","yes",0,0,"yes",0,-0.77,-2.42,1.357023,"LIB","no","no",1,"yes",0,1
"1073",111,730202,1982,"White",1,"yes","no","no","no","yes","no","yes",0,0,"yes",0,0,1.54,0.4677994,"LIB","no","no",1,"yes",0,1
"1074",111,730202,1982,"Marshall",0,"yes","no","no","no","yes","no","yes",0,0,"yes",0,1,4.18,-3.901803,"LIB","no","no",1,"yes",0,1
"1075",111,730202,1982,"Powell",0,"yes","no","no","no","yes","no","yes",0,0,"yes",0,-0.67,-0.69,1.095101,"LIB","no","no",1,"yes",0,1
"1076",111,730202,1982,"Brennan",0,"yes","no","no","no","yes","no","yes",0,0,"yes",0,1,2.78,-2.631146,"LIB","no","no",1,"yes",0,1
"1077",112,730314,1982,"Stevens",0,"no","no","yes","no","yes","no","no",0,0,"yes",1,-0.5,-0.69,-0.5731187,"CON","no","no",0,"yes",0,1
"1078",112,730314,1982,"Rehnquist",1,"no","no","yes","no","yes","no","no",0,0,"yes",1,-0.91,-2.6,3.92653,"CON","no","no",0,"yes",0,1
"1079",112,730314,1982,"Powell",1,"no","no","yes","no","yes","no","no",0,0,"yes",1,-0.67,-0.69,1.095101,"CON","no","no",0,"yes",0,1
"1080",112,730314,1982,"Blackmun",0,"no","no","yes","no","yes","no","no",0,0,"yes",1,-0.77,-2.42,-0.5721915,"CON","no","no",0,"yes",0,1
"1081",112,730314,1982,"Burger",1,"no","no","yes","no","yes","no","no",0,0,"yes",1,-0.77,-2.42,1.357023,"CON","no","no",0,"yes",0,1
"1082",112,730314,1982,"Brennan",0,"no","no","yes","no","yes","no","no",0,0,"yes",1,1,2.78,-2.631146,"CON","no","no",0,"yes",0,1
"1083",112,730314,1982,"White",0,"no","no","yes","no","yes","no","no",0,0,"yes",1,0,1.54,0.4677994,"CON","no","no",0,"yes",0,1
"1084",112,730314,1982,"OConnor",1,"no","no","yes","no","yes","no","no",0,0,"yes",1,-0.17,-1.67,1.648307,"CON","no","no",0,"yes",0,1
"1085",112,730314,1982,"Marshall",0,"no","no","yes","no","yes","no","no",0,0,"yes",1,1,4.18,-3.901803,"CON","no","no",0,"yes",0,1
"1086",113,730750,1982,"Powell",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,-0.67,-0.69,1.095101,"CON","no","no",0,"yes",1,1
"1087",113,730750,1982,"Stevens",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,-0.5,-0.69,-0.5731187,"CON","no","no",0,"yes",1,1
"1088",113,730750,1982,"OConnor",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,-0.17,-1.67,1.648307,"CON","no","no",0,"yes",1,1
"1089",113,730750,1982,"White",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,0,1.54,0.4677994,"CON","no","no",0,"yes",1,1
"1090",113,730750,1982,"Burger",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,-0.77,-2.42,1.357023,"CON","no","no",0,"yes",1,1
"1091",113,730750,1982,"Blackmun",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,-0.77,-2.42,-0.5721915,"CON","no","no",0,"yes",1,1
"1092",113,730750,1982,"Rehnquist",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,-0.91,-2.6,3.92653,"CON","no","no",0,"yes",1,1
"1093",114,750055,1983,"Brennan",1,"no","no","yes","no","no","no","no",0,0,"no",0,1,2.78,-2.939306,"CON","no","no",1,"no",1,1
"1094",114,750055,1983,"OConnor",1,"no","no","yes","no","no","no","no",0,0,"no",0,-0.17,-1.67,1.589532,"CON","no","no",1,"no",1,1
"1095",114,750055,1983,"Blackmun",1,"no","no","yes","no","no","no","no",0,0,"no",0,-0.77,-2.42,-0.1089809,"CON","no","no",1,"no",1,1
"1096",114,750055,1983,"White",1,"no","no","yes","no","no","no","no",0,0,"no",0,0,1.54,0.7482945,"CON","no","no",1,"no",1,1
"1097",114,750055,1983,"Marshall",1,"no","no","yes","no","no","no","no",0,0,"no",0,1,4.18,-3.95843,"CON","no","no",1,"no",1,1
"1098",114,750055,1983,"Powell",1,"no","no","yes","no","no","no","no",0,0,"no",0,-0.67,-0.69,0.9542797,"CON","no","no",1,"no",1,1
"1099",114,750055,1983,"Rehnquist",1,"no","no","yes","no","no","no","no",0,0,"no",0,-0.91,-2.6,3.86658,"CON","no","no",1,"no",1,1
"1100",114,750055,1983,"Stevens",1,"no","no","yes","no","no","no","no",0,0,"no",0,-0.5,-0.69,-0.6254218,"CON","no","no",1,"no",1,1
"1101",114,750055,1983,"Burger",1,"no","no","yes","no","no","no","no",0,0,"no",0,-0.77,-2.42,1.537314,"CON","no","no",1,"no",1,1
"1102",115,750229,1983,"Marshall",0,"no","no","yes","no","yes","no","no",0,0,"yes",0,1,4.18,-3.95843,"LIB","no","no",0,"yes",0,1
"1103",115,750229,1983,"Burger",1,"no","no","yes","no","yes","no","no",0,0,"yes",0,-0.77,-2.42,1.537314,"LIB","no","no",0,"yes",0,1
"1104",115,750229,1983,"Powell",0,"no","no","yes","no","yes","no","no",0,0,"yes",0,-0.67,-0.69,0.9542797,"LIB","no","no",0,"yes",0,1
"1105",115,750229,1983,"Rehnquist",1,"no","no","yes","no","yes","no","no",0,0,"yes",0,-0.91,-2.6,3.86658,"LIB","no","no",0,"yes",0,1
"1106",115,750229,1983,"White",0,"no","no","yes","no","yes","no","no",0,0,"yes",0,0,1.54,0.7482945,"LIB","no","no",0,"yes",0,1
"1107",115,750229,1983,"OConnor",1,"no","no","yes","no","yes","no","no",0,0,"yes",0,-0.17,-1.67,1.589532,"LIB","no","no",0,"yes",0,1
"1108",115,750229,1983,"Stevens",0,"no","no","yes","no","yes","no","no",0,0,"yes",0,-0.5,-0.69,-0.6254218,"LIB","no","no",0,"yes",0,1
"1109",115,750229,1983,"Brennan",0,"no","no","yes","no","yes","no","no",0,0,"yes",0,1,2.78,-2.939306,"LIB","no","no",0,"yes",0,1
"1110",115,750229,1983,"Blackmun",1,"no","no","yes","no","yes","no","no",0,0,"yes",0,-0.77,-2.42,-0.1089809,"LIB","no","no",0,"yes",0,1
"1111",116,750502,1983,"Burger",1,"no","no","no","yes","no","no","no",0,0,"no",0,-0.77,-2.42,1.537314,"CON","no","no",0,"no",1,1
"1112",116,750502,1983,"Marshall",1,"no","no","no","yes","no","no","no",0,0,"no",0,1,4.18,-3.95843,"CON","no","no",0,"no",1,1
"1113",116,750502,1983,"Stevens",1,"no","no","no","yes","no","no","no",0,0,"no",0,-0.5,-0.69,-0.6254218,"CON","no","no",0,"no",1,1
"1114",116,750502,1983,"White",1,"no","no","no","yes","no","no","no",0,0,"no",0,0,1.54,0.7482945,"CON","no","no",0,"no",1,1
"1115",116,750502,1983,"Rehnquist",1,"no","no","no","yes","no","no","no",0,0,"no",0,-0.91,-2.6,3.86658,"CON","no","no",0,"no",1,1
"1116",116,750502,1983,"Powell",1,"no","no","no","yes","no","no","no",0,0,"no",0,-0.67,-0.69,0.9542797,"CON","no","no",0,"no",1,1
"1117",116,750502,1983,"OConnor",1,"no","no","no","yes","no","no","no",0,0,"no",0,-0.17,-1.67,1.589532,"CON","no","no",0,"no",1,1
"1118",116,750502,1983,"Blackmun",1,"no","no","no","yes","no","no","no",0,0,"no",0,-0.77,-2.42,-0.1089809,"CON","no","no",0,"no",1,1
"1119",116,750502,1983,"Brennan",1,"no","no","no","yes","no","no","no",0,0,"no",0,1,2.78,-2.939306,"CON","no","no",0,"no",1,1
"1120",117,760527,1983,"Rehnquist",1,"yes","no","no","no","yes","yes","no",0,0,"no",0,-0.91,-2.6,3.86658,"CON","no","no",0,"no",0,1
"1121",117,760527,1983,"Burger",1,"yes","no","no","no","yes","yes","no",0,0,"no",0,-0.77,-2.42,1.537314,"CON","no","no",0,"no",0,1
"1122",117,760527,1983,"Burger",1,"no","no","no","yes","yes","yes","no",0,0,"no",0,-0.77,-2.42,1.537314,"CON","no","no",0,"no",0,1
"1123",117,760527,1983,"White",1,"no","no","no","yes","yes","yes","no",0,0,"no",0,0,1.54,0.7482945,"CON","no","no",0,"no",0,1
"1124",117,760527,1983,"Brennan",0,"no","no","no","yes","yes","yes","no",0,0,"no",0,1,2.78,-2.939306,"CON","no","no",0,"no",0,1
"1125",117,760527,1983,"Marshall",0,"no","no","no","yes","yes","yes","no",0,0,"no",0,1,4.18,-3.95843,"CON","no","no",0,"no",0,1
"1126",117,760527,1983,"Stevens",0,"no","no","no","yes","yes","yes","no",0,0,"no",0,-0.5,-0.69,-0.6254218,"CON","no","no",0,"no",0,1
"1127",117,760527,1983,"Blackmun",1,"no","no","no","yes","yes","yes","no",0,0,"no",0,-0.77,-2.42,-0.1089809,"CON","no","no",0,"no",0,1
"1128",117,760527,1983,"Brennan",0,"yes","no","no","no","yes","yes","no",0,0,"no",0,1,2.78,-2.939306,"CON","no","no",0,"no",0,1
"1129",117,760527,1983,"Marshall",0,"yes","no","no","no","yes","yes","no",0,0,"no",0,1,4.18,-3.95843,"CON","no","no",0,"no",0,1
"1130",117,760527,1983,"Stevens",0,"yes","no","no","no","yes","yes","no",0,0,"no",0,-0.5,-0.69,-0.6254218,"CON","no","no",0,"no",0,1
"1131",117,760527,1983,"OConnor",1,"yes","no","no","no","yes","yes","no",0,0,"no",0,-0.17,-1.67,1.589532,"CON","no","no",0,"no",0,1
"1132",117,760527,1983,"White",1,"yes","no","no","no","yes","yes","no",0,0,"no",0,0,1.54,0.7482945,"CON","no","no",0,"no",0,1
"1133",117,760527,1983,"OConnor",1,"no","no","no","yes","yes","yes","no",0,0,"no",0,-0.17,-1.67,1.589532,"CON","no","no",0,"no",0,1
"1134",117,760527,1983,"Blackmun",1,"yes","no","no","no","yes","yes","no",0,0,"no",0,-0.77,-2.42,-0.1089809,"CON","no","no",0,"no",0,1
"1135",117,760527,1983,"Rehnquist",1,"no","no","no","yes","yes","yes","no",0,0,"no",0,-0.91,-2.6,3.86658,"CON","no","no",0,"no",0,1
"1136",117,760527,1983,"Powell",1,"no","no","no","yes","yes","yes","no",0,0,"no",0,-0.67,-0.69,0.9542797,"CON","no","no",0,"no",0,1
"1137",117,760527,1983,"Powell",1,"yes","no","no","no","yes","yes","no",0,0,"no",0,-0.67,-0.69,0.9542797,"CON","no","no",0,"no",0,1
"1138",118,770022,1983,"Brennan",0,"no","no","no","yes","yes","no","no",0,0,"no",2,1,2.78,-2.939306,"CON","no","no",1,"no",0,1
"1139",118,770022,1983,"Burger",1,"no","no","no","yes","yes","no","no",0,0,"no",2,-0.77,-2.42,1.537314,"CON","no","no",1,"no",0,1
"1140",118,770022,1983,"Blackmun",1,"no","no","no","yes","yes","no","no",0,0,"no",2,-0.77,-2.42,-0.1089809,"CON","no","no",1,"no",0,1
"1141",118,770022,1983,"Stevens",0,"no","no","no","yes","yes","no","no",0,0,"no",2,-0.5,-0.69,-0.6254218,"CON","no","no",1,"no",0,1
"1142",118,770022,1983,"OConnor",1,"no","no","no","yes","yes","no","no",0,0,"no",2,-0.17,-1.67,1.589532,"CON","no","no",1,"no",0,1
"1143",118,770022,1983,"White",1,"no","no","no","yes","yes","no","no",0,0,"no",2,0,1.54,0.7482945,"CON","no","no",1,"no",0,1
"1144",118,770022,1983,"Rehnquist",1,"no","no","no","yes","yes","no","no",0,0,"no",2,-0.91,-2.6,3.86658,"CON","no","no",1,"no",0,1
"1145",118,770022,1983,"Marshall",0,"no","no","no","yes","yes","no","no",0,0,"no",2,1,4.18,-3.95843,"CON","no","no",1,"no",0,1
"1146",118,770022,1983,"Powell",1,"no","no","no","yes","yes","no","no",0,0,"no",2,-0.67,-0.69,0.9542797,"CON","no","no",1,"no",0,1
"1147",119,770065,1983,"Powell",1,"no","no","yes","no","yes","no","yes",0,0,"yes",0,-0.67,-0.69,0.9542797,"CON","no","no",0,"yes",1,1
"1148",119,770065,1983,"Brennan",1,"no","no","yes","no","yes","no","yes",0,0,"yes",0,1,2.78,-2.939306,"CON","no","no",0,"yes",1,1
"1149",119,770065,1983,"Marshall",1,"no","no","yes","no","yes","no","yes",0,0,"yes",0,1,4.18,-3.95843,"CON","no","no",0,"yes",1,1
"1150",119,770065,1983,"Burger",1,"no","no","yes","no","yes","no","yes",0,0,"yes",0,-0.77,-2.42,1.537314,"CON","no","no",0,"yes",1,1
"1151",119,770065,1983,"White",1,"no","no","yes","no","yes","no","yes",0,0,"yes",0,0,1.54,0.7482945,"CON","no","no",0,"yes",1,1
"1152",119,770065,1983,"Stevens",1,"no","no","yes","no","yes","no","yes",0,0,"yes",0,-0.5,-0.69,-0.6254218,"CON","no","no",0,"yes",1,1
"1153",119,770065,1983,"OConnor",1,"no","no","yes","no","yes","no","yes",0,0,"yes",0,-0.17,-1.67,1.589532,"CON","no","no",0,"yes",1,1
"1154",119,770065,1983,"Blackmun",1,"no","no","yes","no","yes","no","yes",0,0,"yes",0,-0.77,-2.42,-0.1089809,"CON","no","no",0,"yes",1,1
"1155",119,770065,1983,"Rehnquist",1,"no","no","yes","no","yes","no","yes",0,0,"yes",0,-0.91,-2.6,3.86658,"CON","no","no",0,"yes",1,1
"1156",120,770110,1983,"Powell",0,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.67,-0.69,0.9542797,"LIB","no","no",1,"no",1,1
"1157",120,770110,1983,"Burger",0,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.77,-2.42,1.537314,"LIB","no","no",1,"no",1,1
"1158",120,770110,1983,"Blackmun",0,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.77,-2.42,-0.1089809,"LIB","no","no",1,"no",1,1
"1159",120,770110,1983,"Brennan",0,"no","no","yes","no","yes","no","no",0,0,"no",0,1,2.78,-2.939306,"LIB","no","no",1,"no",1,1
"1160",120,770110,1983,"Rehnquist",0,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.91,-2.6,3.86658,"LIB","no","no",1,"no",1,1
"1161",120,770110,1983,"Marshall",0,"no","no","yes","no","yes","no","no",0,0,"no",0,1,4.18,-3.95843,"LIB","no","no",1,"no",1,1
"1162",120,770110,1983,"White",0,"no","no","yes","no","yes","no","no",0,0,"no",0,0,1.54,0.7482945,"LIB","no","no",1,"no",1,1
"1163",120,770110,1983,"OConnor",0,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.17,-1.67,1.589532,"LIB","no","no",1,"no",1,1
"1164",120,770110,1983,"Stevens",0,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.5,-0.69,-0.6254218,"LIB","no","no",1,"no",1,1
"1165",121,771003,1983,"Brennan",0,"no","no","yes","no","yes","no","yes",0,1,"no",0,1,2.78,-2.939306,"CON","no","no",0,"yes",0,1
"1166",121,771003,1983,"Stevens",0,"no","no","yes","no","yes","no","yes",0,1,"no",0,-0.5,-0.69,-0.6254218,"CON","no","no",0,"yes",0,1
"1167",121,771003,1983,"Blackmun",1,"no","no","yes","no","yes","no","yes",0,1,"no",0,-0.77,-2.42,-0.1089809,"CON","no","no",0,"yes",0,1
"1168",121,771003,1983,"Powell",1,"no","no","yes","no","yes","no","yes",0,1,"no",0,-0.67,-0.69,0.9542797,"CON","no","no",0,"yes",0,1
"1169",121,771003,1983,"White",1,"no","no","yes","no","yes","no","yes",0,1,"no",0,0,1.54,0.7482945,"CON","no","no",0,"yes",0,1
"1170",121,771003,1983,"Burger",1,"no","no","yes","no","yes","no","yes",0,1,"no",0,-0.77,-2.42,1.537314,"CON","no","no",0,"yes",0,1
"1171",121,771003,1983,"OConnor",1,"no","no","yes","no","yes","no","yes",0,1,"no",0,-0.17,-1.67,1.589532,"CON","no","no",0,"yes",0,1
"1172",121,771003,1983,"Rehnquist",1,"no","no","yes","no","yes","no","yes",0,1,"no",0,-0.91,-2.6,3.86658,"CON","no","no",0,"yes",0,1
"1173",121,771003,1983,"Marshall",0,"no","no","yes","no","yes","no","yes",0,1,"no",0,1,4.18,-3.95843,"CON","no","no",0,"yes",0,1
"1174",122,771201,1983,"Blackmun",1,"no","no","no","yes","yes","no","no",0,0,"no",0,-0.77,-2.42,-0.1089809,"CON","no","no",0,"no",0,1
"1175",122,771201,1983,"Burger",1,"no","no","no","yes","yes","no","no",0,0,"no",0,-0.77,-2.42,1.537314,"CON","no","no",0,"no",0,1
"1176",122,771201,1983,"Marshall",0,"no","no","no","yes","yes","no","no",0,0,"no",0,1,4.18,-3.95843,"CON","no","no",0,"no",0,1
"1177",122,771201,1983,"OConnor",1,"no","no","no","yes","yes","no","no",0,0,"no",0,-0.17,-1.67,1.589532,"CON","no","no",0,"no",0,1
"1178",122,771201,1983,"Powell",1,"no","no","no","yes","yes","no","no",0,0,"no",0,-0.67,-0.69,0.9542797,"CON","no","no",0,"no",0,1
"1179",122,771201,1983,"White",1,"no","no","no","yes","yes","no","no",0,0,"no",0,0,1.54,0.7482945,"CON","no","no",0,"no",0,1
"1180",122,771201,1983,"Stevens",0,"no","no","no","yes","yes","no","no",0,0,"no",0,-0.5,-0.69,-0.6254218,"CON","no","no",0,"no",0,1
"1181",122,771201,1983,"Rehnquist",1,"no","no","no","yes","yes","no","no",0,0,"no",0,-0.91,-2.6,3.86658,"CON","no","no",0,"no",0,1
"1182",122,771201,1983,"Brennan",0,"no","no","no","yes","yes","no","no",0,0,"no",0,1,2.78,-2.939306,"CON","no","no",0,"no",0,1
"1183",123,780477,1983,"OConnor",0,"yes","no","no","no","yes","no","yes",0,0,"no",1,-0.17,-1.67,1.589532,"LIB","no","no",0,"no",1,1
"1184",123,780477,1983,"Marshall",0,"yes","no","no","no","yes","no","yes",0,0,"no",1,1,4.18,-3.95843,"LIB","no","no",0,"no",0,1
"1185",123,780477,1983,"Burger",1,"yes","no","no","no","yes","no","yes",0,0,"no",1,-0.77,-2.42,1.537314,"LIB","no","no",0,"no",0,1
"1186",123,780477,1983,"Blackmun",1,"yes","no","no","no","yes","no","yes",0,0,"no",1,-0.77,-2.42,-0.1089809,"LIB","no","no",0,"no",0,1
"1187",123,780477,1983,"OConnor",1,"yes","no","no","no","yes","no","yes",0,0,"no",1,-0.17,-1.67,1.589532,"LIB","no","no",0,"no",0,1
"1188",123,780477,1983,"White",0,"yes","no","no","no","yes","no","yes",0,0,"no",1,0,1.54,0.7482945,"LIB","no","no",0,"no",0,1
"1189",123,780477,1983,"Rehnquist",1,"yes","no","no","no","yes","no","yes",0,0,"no",1,-0.91,-2.6,3.86658,"LIB","no","no",0,"no",0,1
"1190",123,780477,1983,"Blackmun",0,"yes","no","no","no","yes","no","yes",0,0,"no",1,-0.77,-2.42,-0.1089809,"LIB","no","no",0,"no",1,1
"1191",123,780477,1983,"Burger",0,"yes","no","no","no","yes","no","yes",0,0,"no",1,-0.77,-2.42,1.537314,"LIB","no","no",0,"no",1,1
"1192",123,780477,1983,"Stevens",0,"yes","no","no","no","yes","no","yes",0,0,"no",1,-0.5,-0.69,-0.6254218,"LIB","no","no",0,"no",1,1
"1193",123,780477,1983,"White",0,"yes","no","no","no","yes","no","yes",0,0,"no",1,0,1.54,0.7482945,"LIB","no","no",0,"no",1,1
"1194",123,780477,1983,"Marshall",0,"yes","no","no","no","yes","no","yes",0,0,"no",1,1,4.18,-3.95843,"LIB","no","no",0,"no",1,1
"1195",123,780477,1983,"Brennan",0,"yes","no","no","no","yes","no","yes",0,0,"no",1,1,2.78,-2.939306,"LIB","no","no",0,"no",0,1
"1196",123,780477,1983,"Powell",0,"yes","no","no","no","yes","no","yes",0,0,"no",1,-0.67,-0.69,0.9542797,"LIB","no","no",0,"no",1,1
"1197",123,780477,1983,"Stevens",0,"yes","no","no","no","yes","no","yes",0,0,"no",1,-0.5,-0.69,-0.6254218,"LIB","no","no",0,"no",0,1
"1198",123,780477,1983,"Powell",0,"yes","no","no","no","yes","no","yes",0,0,"no",1,-0.67,-0.69,0.9542797,"LIB","no","no",0,"no",0,1
"1199",123,780477,1983,"Rehnquist",0,"yes","no","no","no","yes","no","yes",0,0,"no",1,-0.91,-2.6,3.86658,"LIB","no","no",0,"no",1,1
"1200",123,780477,1983,"Brennan",0,"yes","no","no","no","yes","no","yes",0,0,"no",1,1,2.78,-2.939306,"LIB","no","no",0,"no",1,1
"1201",124,780567,1984,"White",1,"no","yes","no","no","yes","no","no",0,0,"no",2,0,1.54,0.9490761,"CON","no","no",1,"no",1,1
"1202",124,780567,1984,"Rehnquist",1,"no","yes","no","no","yes","no","no",0,0,"no",2,-0.91,-2.6,3.67667,"CON","no","no",1,"no",1,1
"1203",124,780567,1984,"OConnor",1,"no","yes","no","no","yes","no","no",0,0,"no",2,-0.17,-1.67,1.456225,"CON","no","no",1,"no",1,1
"1204",124,780567,1984,"Powell",1,"no","yes","no","no","yes","no","no",0,0,"no",2,-0.67,-0.69,0.681112,"CON","no","no",1,"no",1,1
"1205",124,780567,1984,"Stevens",1,"no","yes","no","no","yes","no","no",0,0,"no",2,-0.5,-0.69,-0.5186116,"CON","no","no",1,"no",1,1
"1206",124,780567,1984,"Blackmun",1,"no","yes","no","no","yes","no","no",0,0,"no",2,-0.77,-2.42,-0.2365423,"CON","no","no",1,"no",1,1
"1207",124,780567,1984,"Burger",1,"no","yes","no","no","yes","no","no",0,0,"no",2,-0.77,-2.42,1.866114,"CON","no","no",1,"no",1,1
"1208",124,780567,1984,"Marshall",1,"no","yes","no","no","yes","no","no",0,0,"no",2,1,4.18,-4.032998,"CON","no","no",1,"no",1,1
"1209",124,780567,1984,"Brennan",1,"no","yes","no","no","yes","no","no",0,0,"no",2,1,2.78,-3.145886,"CON","no","no",1,"no",1,1
"1210",125,800085,1984,"OConnor",1,"no","no","yes","no","yes","no","yes",0,0,"no",1,-0.17,-1.67,1.456225,"CON","no","no",1,"no",0,1
"1211",125,800085,1984,"White",1,"no","no","yes","no","yes","no","yes",0,0,"no",1,0,1.54,0.9490761,"CON","no","no",1,"no",0,1
"1212",125,800085,1984,"Blackmun",1,"no","no","yes","no","yes","no","yes",0,0,"no",1,-0.77,-2.42,-0.2365423,"CON","no","no",1,"no",0,1
"1213",125,800085,1984,"Burger",1,"no","no","yes","no","yes","no","yes",0,0,"no",1,-0.77,-2.42,1.866114,"CON","no","no",1,"no",0,1
"1214",125,800085,1984,"Powell",1,"no","no","yes","no","yes","no","yes",0,0,"no",1,-0.67,-0.69,0.681112,"CON","no","no",1,"no",0,1
"1215",125,800085,1984,"Stevens",1,"no","no","yes","no","yes","no","yes",0,0,"no",1,-0.5,-0.69,-0.5186116,"CON","no","no",1,"no",0,1
"1216",125,800085,1984,"Marshall",0,"no","no","yes","no","yes","no","yes",0,0,"no",1,1,4.18,-4.032998,"CON","no","no",1,"no",0,1
"1217",125,800085,1984,"Rehnquist",1,"no","no","yes","no","yes","no","yes",0,0,"no",1,-0.91,-2.6,3.67667,"CON","no","no",1,"no",0,1
"1218",125,800085,1984,"Brennan",0,"no","no","yes","no","yes","no","yes",0,0,"no",1,1,2.78,-3.145886,"CON","no","no",1,"no",0,1
"1219",126,800214,1984,"OConnor",1,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.17,-1.67,1.456225,"CON","no","no",0,"no",0,1
"1220",126,800214,1984,"Blackmun",1,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.77,-2.42,-0.2365423,"CON","no","no",0,"no",0,1
"1221",126,800214,1984,"Powell",1,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.67,-0.69,0.681112,"CON","no","no",0,"no",0,1
"1222",126,800214,1984,"Brennan",0,"no","no","yes","no","yes","no","no",0,0,"no",0,1,2.78,-3.145886,"CON","no","no",0,"no",0,1
"1223",126,800214,1984,"Burger",1,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.77,-2.42,1.866114,"CON","no","no",0,"no",0,1
"1224",126,800214,1984,"White",1,"no","no","yes","no","yes","no","no",0,0,"no",0,0,1.54,0.9490761,"CON","no","no",1,"no",0,1
"1225",126,800214,1984,"White",1,"no","no","yes","no","yes","no","no",0,0,"no",0,0,1.54,0.9490761,"CON","no","no",0,"no",0,1
